Folder,Subfolder,Filename,EntryIndex,Raw Transcription
2024 Field Notes Images Pt 2,J1 - Survival,IMG_2552.HEIC,2,"Q1: 43 | Q2: M | Q3: PARKER, AZ | Q4: SBURNS | Q5: MYOLD BIKE | Q6: OLD CHACK BAG FOR MOOR | Q7: PROBABLY ABOUT 30 | Q8: THERE IS A CONSISTENT PLOW of IDEAS AND TECHNIQUE REFINGHENT THAT ALMOST GUARANTEES ASTEADY Evolution"
2024 Field Notes Images Pt 2,J1 - Survival,IMG_2552.HEIC,3,Q1: 64 | Q2: male | Q3: Paloolt et | Q4: 5 times | Q5: water and cooking equipmen | Q6: Sand goggles for dust Storm respreistors. | Q7: 9 Days of supplies | Q8: community participation 13 why 7 come. mosl mportant!
2024 Field Notes Images Pt 2,B1 - Symbolism,IMG_2441.HEIC,1,No entries found
2024 Field Notes Images Pt 2,B1 - Symbolism,IMG_2451.HEIC,1,Q1: 33 | Q2: Male | Q3: SF LFG!!! | Q4: one | Q5: yeah it's fucking weird. cool to see ppl get up to weird shit. | Q6: not much | Q7: sad 😠
2024 Field Notes Images Pt 2,B1 - Symbolism,IMG_2451.HEIC,2,"Q1: 32 | Q2: M | Q3: Vancaver | Q4: I first born! | Q5: rewiriy the brain | Q6: a unifhy icon that builds and burns every yer, but for a speeneltine it reprgets home for all henens and how life could be better | Q7: Unbelievable collection of homen emestron"
2024 Field Notes Images Pt 2,B1 - Symbolism,IMG_2462.HEIC,1,"Q1: 68 | Q2: Male | Q3: Toronto Canada | Q4: 2 | Q5: No- Yes - No- Yes - No-Yes | Q6: 45 years married but come to Burning Man alone. | Q7: Easier, no stress"
2024 Field Notes Images Pt 2,B1 - Symbolism,IMG_2463.HEIC,1,"Q1: 38 | Q2: Female | Q3: Byron Bay, Australia | Q4: 2 | Q5: Yes. The Art. The kindness and gifting culture. The people. | Q6: I don't really think of it as a mind. More an experience to integrate. It is a great way to experience how to life could be if we all shared and practiced value, of respect and contribution. | Q7: The Temple is amazing. A space for people to grief and remember is very special. My favorite piece to Ida Burn."
2024 Field Notes Images Pt 2,B1 - Symbolism,IMG_2442.HEIC,1,Q1: [Blank] | Q2: F | Q3: RENO NU! | Q4: [Blank] | Q5: This is my 2nd official +1 Renegade | Q6: [Illegible] | Q7: [Illegible]
2024 Field Notes Images Pt 2,B1 - Symbolism,IMG_2442.HEIC,2,"Q1: 32 | Q2: M | Q3: ARGENTINA | Q4: 1ST TIME | Q5: YES, AMAZING EXP. | Q6: TO OPEN OUR ARMS | Q7: GLORY OF INTENSITY"
2024 Field Notes Images Pt 2,A1 - Transformation,IMG_3148.HEIC,1,Q1: Fuck yes | Q2: Hayf the ixo cuf | Q3: [Blank]
2024 Field Notes Images Pt 2,A1 - Transformation,IMG_3148.HEIC,2,Q1: NO | Q2: Breching trust hurting the the vulnerable | Q3: [Blank]
2024 Field Notes Images Pt 2,A1 - Transformation,IMG_3153.HEIC,1,"Q1: 47 | Q2: Male | Q3: Denver, Co | Q4: 5 | Q5: Yes. New Experience every year. | Q6: No | Q7:  ↑ | Q8: Just a friendly reminder of how to be human. | Q9: My Playa family"
2024 Field Notes Images Pt 2,B1 - Symbolism,IMG_2469.HEIC,1,"Q1: 1.28 | Q2: female | Q3: Bend, Oregon | Q4: first time this year | Q5: I found it to be an expansive experience - Stretching the bounds of what I thought was possible | Q6: Impermanance - non-attachment But also art and performance for the joy and beauty of it | Q7: Honoring of the multiple parts of us. Burning man is silly and playful, but we also exist with grief and the temple is a place to hold that."
2024 Field Notes Images Pt 2,A1 - Transformation,IMG_3128.HEIC,1,"Q1: 22 | Q2: female | Q3: Bellingham, WA | Q4: first time! | Q5: yes, found new limits, I can meet So many people so easly here | Q6: No, but maybe? I was excited to look at art but I did not expect the crazy Connections | Q7: well its day & here for me (8/30) So I guss its been buildingand Im Sure months from now I'll know more about how Charged Iam | Q8: No | Q9: the Community,"
2024 Field Notes Images Pt 2,A1 - Transformation,IMG_3132.HEIC,1,"Q1: 48 | Q2: M | Q3: USA, CT | Q4: 2 | Q5: No A Little bit! | Q6: No | Q7: Gradual | Q8: Not much | Q9: Seeing the extreme diversity and creativity and collaboration"
2024 Field Notes Images Pt 2,A1 - Transformation,IMG_3132.HEIC,2,"Q8: tolorant | Q9: In simple terms, relates to why we are here and what is our purpose. To collaborate, create, explos samim plan and let so of attachme and unrequited expectatial I now treat lighte ar Know who I and what I want out of like! I honour God, Jeladk for life but re copnizelo we werent created We worship for Him. comect to Se uree for eur benefit!"
2024 Field Notes Images Pt 2,A1 - Transformation,IMG_3117.HEIC,1,No entries found
2024 Field Notes Images Pt 2,A1 - Transformation,IMG_3152.HEIC,1,"Q1: 38 | Q2: Female | Q3: Byron Bay, Australia | Q4: 2 - First one 7 years ago | Q5: I guess the first time yes. This time not really. I feel it's both amazing and wonderland, and also a big waste of money, energy. | Q6: No. I have already been. My intention was to connect deeply with my partner which I did. | Q7: N/A | Q8: Yes. It helps me become more trusting and lower any barriers, especially with white people. | Q9: It helps me open my heart more."
2024 Field Notes Images Pt 2,A1 - Transformation,IMG_3152.HEIC,2,Q1:  | Q2:  | Q3:  | Q4:  | Q5: Yes. see experience every year. | Q6: No | Q7: [Blank] | Q8:  | Q9:  
2024 Field Notes Images Pt 2,A1 - Transformation,IMG_3127.HEIC,1,"Q1: 40 | Q2: Female | Q3: San Francisco | Q4: 2 | Q5: Absolutely, gave me a playground for my mind & body - showed me that a beautiful world can exist | Q6: Didn't know, just knew some cool people | Q7: Graduel, took 6 months after my first burn to understand what happened | Q8: No | Q9: Yes, source of inspiration. Looking at the art while on LSD."
2024 Field Notes Images Pt 2,A1 - Transformation,IMG_3118.HEIC,1,"Q1: 55 | Q2: F | Q3: Toronto | Q4: 1 | Q5: Yes. Helped me learn many Powerful & beautiful techniques for self regulation. To feel valued. To refind/discover my feminine sexual attractiveness | Q6: Yes - I had Conducted a literature review before attending & found a # of papers with ""transformation"" & its derivatives repeated / so it was obviously a possibility for me! | Q7: Both. I felt it. | Q8: Feeling more accepting of my own weirdness & Celebrating in others | Q9: It's a long story, but I had a heartbreak. I left my yurt in the sunrise just to get outside. I had multiple interactions & encounters that became emblematic & techniques to try."
2024 Field Notes Images Pt 2,M1 - Sustainability,IMG_3365.HEIC,1,"Q1: 28 | Q2: FEMALE | Q3: SF, BAY AREA | Q4: 2ND BURN! (2023) | Q5: ABSOLUTLY, IT HAS HELPED ME SEE HUMANITY AT ITS PUREST FORM. | Q6: SELF-EXPRESSION ANTHING | Q7: PEACE, SOLITUDE, HUMBLENESS, REAL"
2024 Field Notes Images Pt 2,M1 - Sustainability,IMG_3353.HEIC,1,No entries found
2024 Field Notes Images Pt 2,A1 - Transformation,IMG_3137.HEIC,1,Q1: 28 | Q2: Female | Q3: Utah | Q4: first time ever! | Q5: yes... I feel different though I TOOK IN TH the middle of a Irans Sormation. | Q6: I had hoped my first big buon mold change me it's too long of wild not to | Q7: both somethings are dolerent now. Some s are boiling Somewhere inside | Q8: I haven't thought wich akat H. but I learned If I want something I need to go get it. no one odsewlll. | Q9: berry away from defalt world and rway from Coptre Avatepes. to nauiry to Lope
2024 Field Notes Images Pt 2,A1 - Transformation,IMG_3144.HEIC,1,"Q1: 41 | Q2: F | Q3: Australia, Byvan Bay | Q4: 1 | Q5: to early to selll, but I experienced crazy synchamsiry & playa magic that will be etched in my memanies favever. everytering. ashed for met same amazing peaple | Q6: yes, because of friends who home been fond trien entrout told me there lapenouces. I hope it | Q7: I feel aysen heaurea | Q8: not really, I was already curious with everyone."
2024 Field Notes Images Pt 2,A1 - Transformation,IMG_3144.HEIC,2,"Q1: 37 | Q2: F | Q3: Queenstown, New Zealand | Q4: 2 | Q5: YES! 100% → The connections mode have completely shifted the trajectory of my life, and who I'm sharing it with, | Q6: I didnt expect it, but I'm not surpriced | Q7: Pretty sudden | Q8: No, but it gave me HOPE | Q9: The people the connections Burners RULE! | Q9: →9. Snecting peaple, playing, dancing, madly, the incredible playground of the playe. it felte line deather pikenet & I have never experienced auspring like it."
2024 Field Notes Images Pt 2,I2 - Relationships,IMG_3071.HEIC,1,No entries found
2024 Field Notes Images Pt 2,M1 - Sustainability,IMG_3373.HEIC,1,"Q1: 35-38 | Q2: tunale | Q3: Esenic | Q4: tinnt/12 | Q5: november 2023, our choises were mainly sustainability-wise, naively, but surely | Q6: evaporation band - gray waln doesn't have to be in plastic, it can i voponat. | Q7: Yes, better amp planning | Q8: yes, survival doesn't require being. Black wood City is a temporary city that can be und to test... | Q9: It's not about perception, it is about reality, mahing things batter | Q10: Yes, you experions the idea Labe s much as you can cerry - you vimally you have to take how much you hew and take back, nowhere to dump stuff"
2024 Field Notes Images Pt 2,A1 - Transformation,IMG_3131.HEIC,1,"Q1: 39 | Q2: Female | Q3: Fort Lauderdale, EL | Q4: First time! | Q5: I met my new power animal, embraced Sadness, released a few needed things and gained clarity on a few important life choices. | Q6: I tried to come in with few expectations, I was most excited to disconnect but turns out I just needed to careless/ care about different things. I don't need to go to the middle of the desert to disconnect | Q7: Over the course of 3 days & sessions | Q8: I am not sure yet but I will see once I'm back. I think most of the change was in me | Q9: Shaman dome sessions were very powerful. The Temple shook me to my core."
2024 Field Notes Images Pt 2,A1 - Transformation,IMG_3131.HEIC,2,"Q1: 32 | Q2: Male | Q3: Cape Town, South AfTica | Q4: 1st Time to Burning Man I have been to Afrikaburn 4 times!! | Q5: First Afrikaburn in 2019 put me on a new path. I feel more inspired, conscious and transformed due to the Burn's 10 principles. I no longer live a fear-based, lack mind set common in the due fault | Q6: No, I had no expectations apart from a fun festival | Q7: Gradual, fine tuned at each burn | Q8: Yes!! More open, curious and"
2024 Field Notes Images Pt 2,I2 - Relationships,IMG_3078.HEIC,1,"Q1: 54 | Q2: m | Q3: Costa Rica | Q4: 7 | Q5: Yes, many times, but not Romanticdly | Q6: Yes Married, had a renewal of vous. | Q7: no diffra"
2024 Field Notes Images Pt 2,C1 - Emotions,IMG_2410.HEIC,1,"Q1: 30 | Q2: F | Q3: SYDNEY AU | Q4: 1 | Q5: surprised, AMA&ED | Q6: SLEPING 3 HIS TO GET TO JUNSET WHICH WAS JUST Average Lol w Heavy sound on the background. | Q7: nothing, JUST HAPPY Feelings | Q8: optical illUSION"
2024 Field Notes Images Pt 2,I2 - Relationships,IMG_3073.HEIC,1,Q1: 36 | Q2: male | Q3: [Blank] | Q4: 2 | Q5: no | Q6: no | Q7: Similar world value. Burning Man Vaule
2024 Field Notes Images Pt 2,I2 - Relationships,IMG_3073.HEIC,2,Q1: 75 | Q2: ♂ | Q3: 86305 | Q4: 2 | Q5: No | Q6: [Blank] | Q7: No
2024 Field Notes Images Pt 2,I2 - Relationships,IMG_3073.HEIC,3,Q1: 48 | Q2: Female | Q3: Florida | Q4: 4 | Q5: NO | Q6: yes | Q7: [Blank]
2024 Field Notes Images Pt 2,I2 - Relationships,IMG_3073.HEIC,4,"Q1: 36 | Q2: Male | Q3: Santa Clara, CA | Q4: 9 | Q5: no | Q6: Yes, recommend making sure both have chances to both follow plans & be spontaneous | Q7: They are not!"
2024 Field Notes Images Pt 2,C1 - Emotions,IMG_2400.HEIC,1,"Q1: 38 | Q2: F | Q3: Madera, CA | Q4: Once | Q5: Enchantment, Re-evaluation of tile-alter decisions | Q6: The irony of the universe if you pay attention | Q7: Reconnecting w/ my soulmate when I arrived at BM24 | Q8: How BM is like Neverland."
2024 Field Notes Images Pt 2,C1 - Emotions,IMG_2431.HEIC,1,"Q1: 43 | Q2: M | Q3: SF, USA | Q4: 13 | Q5: Joy, Sadness, Connection, lonelmess, happiness | Q6: Seeing an old friend | Q7: The temple | Q8: Dancing at sunrise"
2024 Field Notes Images Pt 2,C1 - Emotions,IMG_2431.HEIC,2,"Q1: 35 | Q2: Female | Q3: NYC | Q4: 1st time | Q5: Yes, awakening | Q6: Yes, the art was moving | Q7: Both, it's been a journey | Q8: Yes, more open & kind | Q9: Drugs, music, sunrise), naked payle"
2024 Field Notes Images Pt 2,I2 - Relationships,IMG_3081.HEIC,1,"Q1: 34 | Q2: F | Q3: Sacramento | Q4: 1 | Q5: Not yet | Q6: Yes, nice to have someone to figure it all out with | Q7: A tad more outgoing but still relatively reserved.. Menegemous"
2024 Field Notes Images Pt 2,I2 - Relationships,IMG_3081.HEIC,2,"Q1: 43 | Q2: male | Q3: Philippines | Q4: I've been hear before, 2011, 2016, 2023, 2024 | Q5: I met her 3 days ago, trying to fell in love... | Q6: in 2016, i was here with my gf of 4 yours, was our first orggy expirence, probably the start of the end of us. | Q7: on plaja, there is no date next weck, so every minute Counts more than the last."
2024 Field Notes Images Pt 2,C1 - Emotions,IMG_2411.HEIC,1,Q1: 34 | Q2: Female | Q3: Poland (originally Israeli | Q4: 2 | Q5: ALL OF THEM! every day | Q6: My Friends | Q7: The Nova Art installation (the tant) | Q8: An art instelation (can't remember the hand
2024 Field Notes Images Pt 2,C1 - Emotions,IMG_2411.HEIC,2,"Q1: 41 | Q2: Male | Q3: California - From Poland | Q4: It's my First Time | Q5: self-cxpressio, Fredon. aberatio of constroul of ida thinlay | Q6: My Girdie smile | Q7: Gualtitud | Q8: Forgo HIIII"
2024 Field Notes Images Pt 2,C1 - Emotions,IMG_2401.HEIC,1,"Q1: 51 | Q2: Female | Q3: Bay Area Califonia | Q4: 2 | Q5: Wonder/Arve, peace, opennen, frustration, love | Q6: [Blank] | Q7: Listening to a speaker al Conhal Camp telly his story - made my eyes lea up | Q8: The wastnen/greainen/ expansivnen of BM. The humanity"
2024 Field Notes Images Pt 2,C1 - Emotions,IMG_2421.HEIC,1,Q1: 38 | Q2: M | Q3: Pen Sparks IW | Q4: 4-5 | Q5: ALL Emotions/At the feel | Q6: My Wife | Q7: The Impact My Art Hason People | Q8: Sometimes I wonder if I'M Fulfilling enough for My Wife.
2024 Field Notes Images Pt 2,C1 - Emotions,IMG_2423.HEIC,1,"Q1: 38 years old | Q2: Female | Q3: Brooklyn, NYC | Q4: 5! | Q5: Connechans, memories, falling in love here | Q6: Rebirth | Q7: letting go!"
2024 Field Notes Images Pt 2,C1 - Emotions,IMG_2412.HEIC,1,Q1: 51 | Q2: map | Q3: San Jose CA | Q4: 1 | Q5: Freedom | Q6: Happy people | Q7: transion to internetless would | Q8: Playa
2024 Field Notes Images Pt 2,L3 - Beyond Black Rock City,3F9B560D-8DB2-4E25-B5D9-9279683100BF_1_105_c.jpeg,1,Q1: 67 | Q2: few | Q3: Sac | Q4: two | Q5: Yes | Q6: Yes | Q7: Ye
2024 Field Notes Images Pt 2,C1 - Emotions,IMG_2432.HEIC,1,"Q1: 34 | Q2: Female | Q3: Reno | Q4: 12 | Q5: All of them! Wonder. Compassion. Resilience. Love. Joy. Pride. Peace. | Q6: Family | Q7: Reflection, peace, Letting the fuck Go! moving on,"
2024 Field Notes Images Pt 2,L3 - Beyond Black Rock City,57E11074-AFE6-4A87-9C59-8BEFDF6AC80A_1_105_c.jpeg,1,Q1: 74! | Q2: 26th | Q3: approve | Q4: esp | Q5: be | Q6: Hi
2024 Field Notes Images Pt 2,C1 - Emotions,IMG_2424.HEIC,1,"Q1: 32 | Q2: Female | Q3: Lake Tahoe | Q4: 2 | Q5: Love, awe, amazement overwhelm, tired | Q6: Burlesque Show | Q7: Love! so in love! | Q8: riding bike, frog art, group massage room"
2024 Field Notes Images Pt 2,L3 - Beyond Black Rock City,B704C5BD-81DC-4F99-924A-984A0979504C_1_105_c.jpeg,1,No entries found
2024 Field Notes Images Pt 2,L3 - Beyond Black Rock City,A81B90BE-5A9E-4DE8-BC48-C197A4F4BA61_1_105_c.jpeg,1,"Q1: 36 | Q2: Female | Q3: Oregon, USA | Q4: 15 | Q5: Yes, I Burn with family | Q6: Yes, Ceave No Trace! Self Reliance | Q7: Yes, changed thoughts + ideas, Speach (more They Them) and openess to others."
2024 Field Notes Images Pt 2,L3 - Beyond Black Rock City,7E4E9EDE-9A1C-4EAB-B893-4E4471E14328_1_105_c.jpeg,1,"Q1: 33 | Q2: Female | Q3: SF, CA | Q4: [Blank] | Q5: 5!"
2024 Field Notes Images Pt 2,L3 - Beyond Black Rock City,7E4E9EDE-9A1C-4EAB-B893-4E4471E14328_1_105_c.jpeg,2,"Q1: 4. [Blank] | Q2: B [Blank] | Q3: In [Blank] | Q4: 2, [Blank] | Q5: [Illegible]"
2024 Field Notes Images Pt 2,L3 - Beyond Black Rock City,F96534D5-2F27-4C33-A88D-8AAFD253AE22_1_105_c.jpeg,1,"Q1: 74! | Q2: M | Q3: SFO | Q4: 26th TIMER | Q5: appreciate the NOW | Q6: esp. leave no trace | Q7: be open to all !!! | Q8: Hi, Hello"
2024 Field Notes Images Pt 2,L3 - Beyond Black Rock City,03AA9466-85A5-424F-9ABF-A8E9E3F34A20_1_105_c.jpeg,1,Q1: 25 | Q2: Male | Q3: San Diego | Q4: 1 | Q5: Nothing! | Q6: Love and kindness
2024 Field Notes Images Pt 2,L3 - Beyond Black Rock City,03AA9466-85A5-424F-9ABF-A8E9E3F34A20_1_105_c.jpeg,2,"Q1: 62 | Q2: MALE | Q3: PACIFIC NORTHWEST | Q4: 10 | Q5: THE 10 PRINCIPLES AND THE 4 AGREEMENTS FORM THE FOUNDATION FOR THE IDEALS/FOUNDATION FOR HOW I TRY TO LIVE MY LIFE | Q6: YES, SEE #5"
2024 Field Notes Images Pt 2,L3 - Beyond Black Rock City,03AA9466-85A5-424F-9ABF-A8E9E3F34A20_1_105_c.jpeg,3,"Q1:  | Q2:  | Q3:  | Q4:  | Q5:  | Q6: YES, AGAIN SEE #5"
2024 Field Notes Images Pt 2,L3 - Beyond Black Rock City,BD2B0BD5-F2F6-4FF0-B0D9-2CEE639C6403_1_105_c.jpeg,1,No entries found
2024 Field Notes Images Pt 2,L3 - Beyond Black Rock City,1475B556-10AE-4E81-A2DE-4A5EAD3D8D15_1_105_c.jpeg,1,No entries found
2024 Field Notes Images Pt 2,L3 - Beyond Black Rock City,FE584F62-6688-4D56-8D9D-A2E4872C40DC_1_105_c.jpeg,1,Q1: 31 | Q2: Female | Q3: Los Go | Q4: First | Q5: Dance | Q6: Yes -One | Q7: GOOD | Q8: Yes
2024 Field Notes Images Pt 2,J3 - Survival,IMG_2923.HEIC,1,No entries found
2024 Field Notes Images Pt 2,L3 - Beyond Black Rock City,D9872F0E-B4AA-4E3C-A034-354E3DD9C43F_1_105_c.jpeg,1,Q1: 33 | Q2: Male | Q3: 6.45/C | Q4: Virgin | Q5: Drone show Equipment 100/drones | Q6: Myself | Q7: 1 month | Q8: Independent
2024 Field Notes Images Pt 2,L3 - Beyond Black Rock City,D9872F0E-B4AA-4E3C-A034-354E3DD9C43F_1_105_c.jpeg,2,"Q1: 27 | Q2: female | Q3: Los Angeles | Q4: 1! | Q5: Stepping away from work when I otherwise wouldn't. | Q6: De commodification - I try to avoid unnecessary purchases, trade & thrift used items, share across friend's/community | Q7: Don't know yet!"
2024 Field Notes Images Pt 2,J3 - Survival,IMG_2922.HEIC,1,Q1: 30 | Q2: Male | Q3: San Jose CA | Q4: One | Q5: Water | Q6: Blanket hoodie | Q7: 7 | Q8: Comradarie .
2024 Field Notes Images Pt 2,J3 - Survival,IMG_2898.HEIC,1,Q1: 46 | Q2: MALE | Q3: ARIZONA | Q4: 5TH TIME HELLINA! | Q5: YES MORE CONNECTED WITH SELF & OTHERS | Q6: IMMEDIACY | Q7: YES SELF REFLECTION CAN ONLY WAKE YOU BETTER
2024 Field Notes Images Pt 2,J3 - Survival,IMG_2898.HEIC,2,"Q1: 60! | Q2: M | Q3: Engine, OR | Q4: 8 | Q5: Shower | Q6: See thru pants | Q7: 30 | Q8: conversation"
2024 Field Notes Images Pt 2,J3 - Survival,IMG_2932.HEIC,1,"Q1: 32. | Q2: Female | Q3: San Francisco. | Q4: 6th Burn. | Q5: Electrolytes (liquid & mix) | Q6: Pee jar for inside tent | Q7: 2-3 weeks | Q8: Could not be here solo,... my group of 5 friends fucking crushes it. we all have our roles and help each other survive & Thrive everyday "
2024 Field Notes Images Pt 2,J3 - Survival,IMG_2933.HEIC,1,"Q1: 46 | Q2: M | Q3: Los Angeles, CA | Q4: 9 | Q5: Art Car | Q6: reticular saw | Q7: 11-12 days | Q8: Ask"
2024 Field Notes Images Pt 2,J3 - Survival,IMG_2913.HEIC,1,Q1: 32 | Q2: Female | Q3: Gerwony | Q4: 1 | Q5: Sky googles / Toilette paper | Q6: Rosewater spray | Q7: 20 days | Q8: Camp Prep Organisation. -as a virgin burner they helped me alot with tipps on Prepping befor the bon :)
2024 Field Notes Images Pt 2,J3 - Survival,IMG_2913.HEIC,2,"Q1: 64 | Q2: M | Q3: Forestville, CA | Q4: 11 | Q5: Impact Driver | Q6: Leather Hat | Q7: 21 | Q8: Emotional Support"
2024 Field Notes Images Pt 2,J3 - Survival,IMG_2905.HEIC,1,Q1: 60 | Q2: Female | Q3: Colorado | Q4: 3 | Q5: good attitude | Q6: [Blank] | Q7: 15? always bring too much food! | Q8: Hugs
2024 Field Notes Images Pt 2,J3 - Survival,IMG_2905.HEIC,2,"Q1: 38 | Q2: Male | Q3: Home less | Q4: 3 | Q5: Yes | Q6: recycleing, solar on my van Cans | Q7: yes - help people with solar | Q8: yes - for self reliance | Q9: no - no one cares | Q10: Yes"
2024 Field Notes Images Pt 2,J3 - Survival,IMG_2906.HEIC,1,"Q1: 37 | Q2: Female | Q3: Madrid, Spain | Q4: one!! | Q5: Boots | Q6: Lava rock just sot a lied few days before I got it from Frelad | Q7: 2 weeks (hotel) | Q8: They give Shade and water so I'd Say pretty much!!"
2024 Field Notes Images Pt 2,J3 - Survival,IMG_2906.HEIC,2,"Q1: 33 | Q2: male | Q3: full-time nomad in USA | Q4: 3 | Q5: My Camper van, Self-built | Q6: In 2023, I brought Starlink for emergencies only. Then the rain happened! | Q7: Weeks | Q8: unsure. I pride myself on Self-reliance. I coually try to help others Survive."
2024 Field Notes Images Pt 2,F2 - Costumes,IMG_2600.HEIC,1,"Q1: 35 | Q2: F | Q3: Seattle, WA | Q4: 4 | Q5: 100% because it is fon and I feel cute | Q6: If there is an event with a theme then I plan, otherwise it is spontaneous | Q7: Not really unless I get a compliment. I just make sure that I am comfortable in what I wear"
2024 Field Notes Images Pt 2,F2 - Costumes,IMG_2605.HEIC,1,Q1: 18 | Q2: M | Q3: [Blank]
2024 Field Notes Images Pt 2,F2 - Costumes,IMG_2605.HEIC,2,Q1: 36 | Q2: [Blank] | Q3: [Blank]
