year,cohort_type,set_a,theme_a_id,theme_a_label,set_b,theme_b_id,theme_b_label,n_cohorts,correlation
2024,age_band,J - Survival,t4,weeks / cup / tent,H - Experiences,t5,camp / doing / issues,5,0.1098
2024,age_band,J - Survival,t4,weeks / cup / tent,H - Experiences,t7,all / positive / experiences,5,0.5036
2024,age_band,J - Survival,t0,love / self / gifting,H - Experiences,t4,weather / art / serendipity,5,-0.3789
2024,age_band,J - Survival,t0,love / self / gifting,H - Experiences,t0,drugs / bad / too,5,0.7981
2024,age_band,J - Survival,t0,love / self / gifting,H - Experiences,t3,art / was / own,5,0.6757
2024,age_band,J - Survival,t0,love / self / gifting,H - Experiences,t1,community / heat / friends,5,0.1131
2024,age_band,J - Survival,t0,love / self / gifting,H - Experiences,t6,fun / dust / love,5,-0.4723
2024,age_band,J - Survival,t0,love / self / gifting,H - Experiences,t2,being / here / new,5,0.5458
2024,age_band,J - Survival,t0,love / self / gifting,H - Experiences,t5,camp / doing / issues,5,-0.584
2024,age_band,J - Survival,t0,love / self / gifting,H - Experiences,t7,all / positive / experiences,5,-0.0272
2024,age_band,J - Survival,t3,bike / community / engagement,H - Experiences,t4,weather / art / serendipity,5,0.9086
2024,age_band,J - Survival,t3,bike / community / engagement,H - Experiences,t0,drugs / bad / too,5,-0.3696
2024,age_band,J - Survival,t3,bike / community / engagement,H - Experiences,t3,art / was / own,5,-0.5582
2024,age_band,J - Survival,t3,bike / community / engagement,H - Experiences,t1,community / heat / friends,5,-0.1649
2024,age_band,J - Survival,t3,bike / community / engagement,H - Experiences,t6,fun / dust / love,5,0.0771
2024,age_band,J - Survival,t3,bike / community / engagement,H - Experiences,t2,being / here / new,5,0.4428
2024,age_band,J - Survival,t3,bike / community / engagement,H - Experiences,t5,camp / doing / issues,5,0.8843
2024,age_band,J - Survival,t3,bike / community / engagement,H - Experiences,t7,all / positive / experiences,5,-0.8504
2024,age_band,J - Survival,t1,days / water / bottle,H - Experiences,t4,weather / art / serendipity,5,-0.0711
2024,age_band,J - Survival,t1,days / water / bottle,H - Experiences,t0,drugs / bad / too,5,0.6487
2024,age_band,J - Survival,t1,days / water / bottle,H - Experiences,t3,art / was / own,5,0.7723
2024,age_band,J - Survival,t1,days / water / bottle,H - Experiences,t1,community / heat / friends,5,-0.6283
2024,age_band,J - Survival,t1,days / water / bottle,H - Experiences,t6,fun / dust / love,5,0.1665
2024,age_band,J - Survival,t1,days / water / bottle,H - Experiences,t2,being / here / new,5,0.5196
2024,age_band,J - Survival,t1,days / water / bottle,H - Experiences,t5,camp / doing / issues,5,-0.3596
2024,age_band,J - Survival,t1,days / water / bottle,H - Experiences,t7,all / positive / experiences,5,0.0317
2024,age_band,J - Survival,t6,ask / days / help,H - Experiences,t4,weather / art / serendipity,5,0.7638
2024,age_band,J - Survival,t6,ask / days / help,H - Experiences,t0,drugs / bad / too,5,0.1702
2024,age_band,J - Survival,t6,ask / days / help,H - Experiences,t3,art / was / own,5,-0.3262
2024,age_band,J - Survival,t6,ask / days / help,H - Experiences,t1,community / heat / friends,5,0.0042
2024,age_band,J - Survival,t6,ask / days / help,H - Experiences,t6,fun / dust / love,5,-0.2165
2024,age_band,J - Survival,t6,ask / days / help,H - Experiences,t2,being / here / new,5,-0.2143
2024,age_band,J - Survival,t6,ask / days / help,H - Experiences,t5,camp / doing / issues,5,0.5723
2024,age_band,J - Survival,t6,ask / days / help,H - Experiences,t7,all / positive / experiences,5,-0.635
2024,age_band,J - Survival,t5,cup / supplies / shade,H - Experiences,t4,weather / art / serendipity,5,-0.7221
2024,age_band,J - Survival,t5,cup / supplies / shade,H - Experiences,t0,drugs / bad / too,5,-0.319
2024,age_band,J - Survival,t5,cup / supplies / shade,H - Experiences,t3,art / was / own,5,-0.0152
2024,age_band,J - Survival,t5,cup / supplies / shade,H - Experiences,t1,community / heat / friends,5,0.3102
2024,age_band,J - Survival,t5,cup / supplies / shade,H - Experiences,t6,fun / dust / love,5,0.1025
2024,age_band,J - Survival,t5,cup / supplies / shade,H - Experiences,t2,being / here / new,5,-0.4972
2024,age_band,J - Survival,t5,cup / supplies / shade,H - Experiences,t5,camp / doing / issues,5,-0.4608
2024,age_band,J - Survival,t5,cup / supplies / shade,H - Experiences,t7,all / positive / experiences,5,0.7499
2024,age_band,J - Survival,t2,share / food / good,H - Experiences,t4,weather / art / serendipity,5,0.027
2024,age_band,J - Survival,t2,share / food / good,H - Experiences,t0,drugs / bad / too,5,-0.7469
2024,age_band,J - Survival,t2,share / food / good,H - Experiences,t3,art / was / own,5,-0.7474
2024,age_band,J - Survival,t2,share / food / good,H - Experiences,t1,community / heat / friends,5,0.4775
2024,age_band,J - Survival,t2,share / food / good,H - Experiences,t6,fun / dust / love,5,0.0293
2024,age_band,J - Survival,t2,share / food / good,H - Experiences,t2,being / here / new,5,-0.6141
2024,age_band,J - Survival,t2,share / food / good,H - Experiences,t5,camp / doing / issues,5,0.3391
2024,age_band,J - Survival,t2,share / food / good,H - Experiences,t7,all / positive / experiences,5,0.1187
2024,age_band,J - Survival,t7,emotional / support / camp,H - Experiences,t4,weather / art / serendipity,5,0.9907
2024,age_band,J - Survival,t7,emotional / support / camp,H - Experiences,t0,drugs / bad / too,5,-0.2999
2024,age_band,J - Survival,t7,emotional / support / camp,H - Experiences,t3,art / was / own,5,-0.6875
2024,age_band,J - Survival,t7,emotional / support / camp,H - Experiences,t1,community / heat / friends,5,0.0377
2024,age_band,J - Survival,t7,emotional / support / camp,H - Experiences,t6,fun / dust / love,5,-0.1115
2024,age_band,J - Survival,t7,emotional / support / camp,H - Experiences,t2,being / here / new,5,0.1744
2024,age_band,J - Survival,t7,emotional / support / camp,H - Experiences,t5,camp / doing / issues,5,0.9457
2024,age_band,J - Survival,t7,emotional / support / camp,H - Experiences,t7,all / positive / experiences,5,-0.9201
2024,burn_status,F - Costumes,t4,clothes / normal / ahead,K - Diversity & Inclusion,t4,sure / bit / watch,4,0.622
2024,burn_status,F - Costumes,t4,clothes / normal / ahead,K - Diversity & Inclusion,t0,white / male / art,4,-0.6892
2024,burn_status,F - Costumes,t4,clothes / normal / ahead,K - Diversity & Inclusion,t3,look / sometimes / care,4,0.0956
2024,burn_status,F - Costumes,t4,clothes / normal / ahead,K - Diversity & Inclusion,t1,more / much / way,4,-0.3697
2024,burn_status,F - Costumes,t4,clothes / normal / ahead,K - Diversity & Inclusion,t6,sometimes / english / hot,4,-0.3752
2024,burn_status,F - Costumes,t4,clothes / normal / ahead,K - Diversity & Inclusion,t2,others / express / census,4,0.2193
2024,burn_status,F - Costumes,t4,clothes / normal / ahead,K - Diversity & Inclusion,t5,hair / dress / dye,4,-0.8394
2024,burn_status,F - Costumes,t4,clothes / normal / ahead,K - Diversity & Inclusion,t8,white / skin / accent,4,0.8726
2024,burn_status,F - Costumes,t4,clothes / normal / ahead,K - Diversity & Inclusion,t7,fun / life / tattoos,4,-0.1483
2024,burn_status,F - Costumes,t0,both / positively / most,K - Diversity & Inclusion,t4,sure / bit / watch,4,0.7512
2024,burn_status,F - Costumes,t0,both / positively / most,K - Diversity & Inclusion,t0,white / male / art,4,-0.1915
2024,burn_status,F - Costumes,t0,both / positively / most,K - Diversity & Inclusion,t3,look / sometimes / care,4,-0.3196
2024,burn_status,F - Costumes,t0,both / positively / most,K - Diversity & Inclusion,t1,more / much / way,4,-0.7809
2024,burn_status,F - Costumes,t0,both / positively / most,K - Diversity & Inclusion,t6,sometimes / english / hot,4,-0.2702
2024,burn_status,F - Costumes,t0,both / positively / most,K - Diversity & Inclusion,t2,others / express / census,4,0.7773
2024,burn_status,F - Costumes,t0,both / positively / most,K - Diversity & Inclusion,t5,hair / dress / dye,4,-0.8417
2024,burn_status,F - Costumes,t0,both / positively / most,K - Diversity & Inclusion,t8,white / skin / accent,4,0.5701
2024,burn_status,F - Costumes,t0,both / positively / most,K - Diversity & Inclusion,t7,fun / life / tattoos,4,0.4223
2024,burn_status,F - Costumes,t3,mood / self / depends,K - Diversity & Inclusion,t4,sure / bit / watch,4,0.1476
2024,burn_status,F - Costumes,t3,mood / self / depends,K - Diversity & Inclusion,t0,white / male / art,4,0.3542
2024,burn_status,F - Costumes,t3,mood / self / depends,K - Diversity & Inclusion,t3,look / sometimes / care,4,0.2075
2024,burn_status,F - Costumes,t3,mood / self / depends,K - Diversity & Inclusion,t1,more / much / way,4,-0.3498
2024,burn_status,F - Costumes,t3,mood / self / depends,K - Diversity & Inclusion,t6,sometimes / english / hot,4,0.857
2024,burn_status,F - Costumes,t3,mood / self / depends,K - Diversity & Inclusion,t2,others / express / census,4,0.3127
2024,burn_status,F - Costumes,t3,mood / self / depends,K - Diversity & Inclusion,t5,hair / dress / dye,4,0.1761
2024,burn_status,F - Costumes,t3,mood / self / depends,K - Diversity & Inclusion,t8,white / skin / accent,4,-0.9471
2024,burn_status,F - Costumes,t3,mood / self / depends,K - Diversity & Inclusion,t7,fun / life / tattoos,4,0.0797
2024,burn_status,F - Costumes,t1,plan / ahead / others,K - Diversity & Inclusion,t4,sure / bit / watch,4,0.9495
2024,burn_status,F - Costumes,t1,plan / ahead / others,K - Diversity & Inclusion,t0,white / male / art,4,-0.7603
2024,burn_status,F - Costumes,t1,plan / ahead / others,K - Diversity & Inclusion,t3,look / sometimes / care,4,0.5256
2024,burn_status,F - Costumes,t1,plan / ahead / others,K - Diversity & Inclusion,t1,more / much / way,4,-0.708
2024,burn_status,F - Costumes,t1,plan / ahead / others,K - Diversity & Inclusion,t6,sometimes / english / hot,4,0.3707
2024,burn_status,F - Costumes,t1,plan / ahead / others,K - Diversity & Inclusion,t2,others / express / census,4,0.4029
2024,burn_status,F - Costumes,t1,plan / ahead / others,K - Diversity & Inclusion,t5,hair / dress / dye,4,-0.9486
2024,burn_status,F - Costumes,t1,plan / ahead / others,K - Diversity & Inclusion,t8,white / skin / accent,4,0.2895
2024,burn_status,F - Costumes,t1,plan / ahead / others,K - Diversity & Inclusion,t7,fun / life / tattoos,4,-0.3522
2024,burn_status,F - Costumes,t6,outfits / love / more,K - Diversity & Inclusion,t4,sure / bit / watch,4,-0.89
2024,burn_status,F - Costumes,t6,outfits / love / more,K - Diversity & Inclusion,t0,white / male / art,4,0.7206
2024,burn_status,F - Costumes,t6,outfits / love / more,K - Diversity & Inclusion,t3,look / sometimes / care,4,-0.2814
2024,burn_status,F - Costumes,t6,outfits / love / more,K - Diversity & Inclusion,t1,more / much / way,4,0.6627
2024,burn_status,F - Costumes,t6,outfits / love / more,K - Diversity & Inclusion,t6,sometimes / english / hot,4,-0.0225
2024,burn_status,F - Costumes,t6,outfits / love / more,K - Diversity & Inclusion,t2,others / express / census,4,-0.4332
2024,burn_status,F - Costumes,t6,outfits / love / more,K - Diversity & Inclusion,t5,hair / dress / dye,4,0.9867
2024,burn_status,F - Costumes,t6,outfits / love / more,K - Diversity & Inclusion,t8,white / skin / accent,4,-0.5858
2024,burn_status,F - Costumes,t6,outfits / love / more,K - Diversity & Inclusion,t7,fun / life / tattoos,4,0.1877
2024,burn_status,F - Costumes,t5,good / conversation / fun,K - Diversity & Inclusion,t4,sure / bit / watch,4,-0.9693
2024,burn_status,F - Costumes,t5,good / conversation / fun,K - Diversity & Inclusion,t0,white / male / art,4,0.402
2024,burn_status,F - Costumes,t5,good / conversation / fun,K - Diversity & Inclusion,t3,look / sometimes / care,4,-0.0786
2024,burn_status,F - Costumes,t5,good / conversation / fun,K - Diversity & Inclusion,t1,more / much / way,4,0.9211
2024,burn_status,F - Costumes,t5,good / conversation / fun,K - Diversity & Inclusion,t6,sometimes / english / hot,4,-0.1815
2024,burn_status,F - Costumes,t5,good / conversation / fun,K - Diversity & Inclusion,t2,others / express / census,4,-0.7688
2024,burn_status,F - Costumes,t5,good / conversation / fun,K - Diversity & Inclusion,t5,hair / dress / dye,4,0.9578
2024,burn_status,F - Costumes,t5,good / conversation / fun,K - Diversity & Inclusion,t8,white / skin / accent,4,-0.3034
2024,burn_status,F - Costumes,t5,good / conversation / fun,K - Diversity & Inclusion,t7,fun / life / tattoos,4,-0.1326
2024,burn_status,F - Costumes,t2,myself / comfort / express,K - Diversity & Inclusion,t4,sure / bit / watch,4,-0.9117
